filename,left,top,right,bottom
2018166.0042_30.png,0,0,0,0
2018111.0942_30.png,0,0,0,0
2018054.1554_20.png,0,0,0,0
2018103.1712_31.png,0,0,0,0
2018130.2230_00.png,0,0,0,0
2018168.0142_22.png,0,0,0,0
2018105.0630_22.png,0,0,0,0
2018190.2148_11.png,0,0,0,0
2018051.1318_01.png,0,0,0,0
2018132.2324_31.png,0,0,0,0
2018017.0906_12.png,0,0,0,0
2018112.1930_30.png,0,0,0,0
2018025.1624_12.png,0,0,0,0
2018102.0542_11.png,0,0,0,0
2018113.0224_21.png,0,0,0,0
2018014.2006_10.png,0,0,0,0
2018044.0906_12.png,0,0,0,0
2018167.2354_01.png,0,0,0,0
2018082.1724_01.png,0,0,0,0
2018051.2342_11.png,0,0,0,0
2018141.0148_02.png,0,0,0,0
2018103.0024_32.png,0,0,0,0
2018041.0312_21.png,0,0,0,0
2018079.0124_01.png,0,0,0,0
2018104.1348_31.png,0,0,0,0
2018101.2300_32.png,0,0,0,0
2018112.0918_20.png,0,0,0,0
2018077.0648_10.png,0,0,0,0
2018104.1348_21.png,0,0,0,0
2018042.1448_30.png,0,0,0,0
2018169.0630_01.png,0,0,0,0
2018169.1924_02.png,0,0,0,0
2018069.1600_31.png,0,0,0,0
2018190.2154_30.png,0,0,0,0
2018169.1930_01.png,0,0,0,0
2018105.0442_02.png,0,0,0,0
2018108.0036_12.png,0,0,0,0
2018054.1412_32.png,0,0,0,0
2018169.1224_32.png,0,0,0,0
2018072.1142_11.png,0,0,0,0
2018137.1454_21.png,0,0,0,0
2018246.2242_30.png,0,0,0,0
2018081.0854_11.png,0,0,0,0
2018082.1724_20.png,0,0,0,0
2018074.0112_21.png,0,0,0,0
2018013.0836_31.png,0,0,0,0
2018107.1418_31.png,0,0,0,0
2018277.0424_01.png,0,0,0,0
2018107.1924_01.png,0,0,0,0
2018105.0624_12.png,0,0,0,0
2018103.0548_20.png,0,0,0,0
2018054.1612_31.png,0,0,0,0
2018050.0354_12.png,0,0,0,0
2018111.1124_12.png,0,0,0,0
2018253.1518_02.png,0,0,0,0
2018111.1954_30.png,0,0,0,0
2018193.0030_12.png,0,0,0,0
2018192.0424_02.png,0,0,0,0
2018106.0618_20.png,0,0,0,0
2018014.0506_02.png,0,0,0,0
2018101.1612_00.png,0,0,0,0
2018108.0030_21.png,0,0,0,0
2018218.2312_02.png,0,0,0,0
2018108.0348_10.png,0,0,0,0
2018102.0042_10.png,0,0,0,0
2018168.0142_02.png,0,0,0,0
2018169.1924_21.png,0,0,0,0
2018103.1712_11.png,0,0,0,0
2018107.0554_32.png,0,0,0,0
2018253.1524_12.png,0,0,0,0
2018011.1224_11.png,0,0,0,0
2018110.2330_30.png,0,0,0,0
2018191.0112_00.png,0,0,0,0
2018167.2354_20.png,0,0,0,0
2018043.1236_20.png,0,0,0,0
2018219.1424_30.png,0,0,0,0
2018077.2218_20.png,0,0,0,0
2018140.0030_01.png,0,0,0,0
2018013.0836_32.png,0,0,0,0
2018219.1054_32.png,0,0,0,0
2018011.1230_02.png,0,0,0,0
2018111.1948_22.png,0,0,0,0
2018076.0218_31.png,0,0,0,0
2018277.0430_01.png,0,0,0,0
2018047.1500_12.png,0,0,0,0
2018131.0706_12.png,0,0,0,0
2018220.0536_32.png,0,0,0,0
2018023.1018_22.png,0,0,0,0
2018102.0036_01.png,0,0,0,0
2018105.1448_22.png,0,0,0,0
2018101.2324_30.png,0,0,0,0
2018109.1848_32.png,0,0,0,0
2018077.0648_01.png,0,0,0,0
2018169.1930_12.png,0,0,0,0
2018110.1136_00.png,0,0,0,0
2018104.1354_01.png,0,0,0,0
2018079.0300_21.png,0,0,0,0
2018016.0236_20.png,0,0,0,0
2018048.1606_32.png,0,0,0,0
2018281.0136_00.png,0,0,0,0
2018104.1848_30.png,0,0,0,0
2018083.1024_12.png,0,0,0,0
2018198.1742_12.png,0,0,0,0
2018105.0948_22.png,0,0,0,0
2018113.1918_01.png,0,0,0,0
2018130.2224_00.png,0,0,0,0
2018103.1712_32.png,0,0,0,0
2018256.0418_30.png,0,0,0,0
2018200.0512_11.png,0,0,0,0
2018024.0836_10.png,0,0,0,0
2018108.1912_31.png,0,0,0,0
2018130.0018_02.png,0,0,0,0
2018041.2018_00.png,0,0,0,0
2018104.0824_00.png,0,0,0,0
2018142.1524_20.png,0,0,0,0
2018018.1518_01.png,0,0,0,0
2018011.1230_20.png,0,0,0,0
2018198.1736_32.png,0,0,0,0
2018282.0754_10.png,0,0,0,0
2018112.1100_01.png,0,0,0,0
2018282.1948_30.png,0,0,0,0
2018082.1206_22.png,0,0,0,0
2018018.1518_30.png,0,0,0,0
2018111.0118_32.png,0,0,0,0
2018079.0124_21.png,0,0,0,0
2018110.2336_00.png,0,0,0,0
2018023.1018_11.png,0,0,0,0
2018074.0112_12.png,0,0,0,0
2018110.1136_32.png,0,0,0,0
2018015.1954_21.png,0,0,0,0
2018082.2218_32.png,0,0,0,0
2018200.0148_22.png,0,0,0,0
2018024.0836_30.png,0,0,0,0
2018040.2024_30.png,0,0,0,0
2018198.0548_10.png,0,0,0,0
2018169.1606_20.png,0,0,0,0
2018107.0554_21.png,0,0,0,0
2018081.0536_00.png,0,0,0,0
2018047.1454_02.png,0,0,0,0
2018048.1600_10.png,0,0,0,0
2018112.1100_30.png,0,0,0,0
2018200.2212_22.png,0,0,0,0
2018107.1412_21.png,0,0,0,0
2018076.0212_32.png,0,0,0,0
2018131.1518_22.png,0,0,0,0
2018054.0036_21.png,0,0,0,0
2018108.0212_31.png,0,0,0,0
2018131.0700_11.png,0,0,0,0
2018076.0212_22.png,0,0,0,0
2018254.2330_12.png,0,0,0,0
2018109.1848_20.png,0,0,0,0
2018110.1324_30.png,0,0,0,0
2018108.0348_30.png,0,0,0,0
2018081.1042_20.png,0,0,0,0
2018105.2142_32.png,0,0,0,0
2018169.1224_10.png,0,0,0,0
2018200.2206_01.png,0,0,0,0
2018131.0706_11.png,0,0,0,0
2018200.0518_12.png,0,0,0,0
2018081.0536_10.png,0,0,0,0
2018167.2348_32.png,0,0,0,0
2018112.1936_01.png,0,0,0,0
2018112.1248_00.png,0,0,0,0
2018013.0836_02.png,0,0,0,0
2018105.2148_12.png,0,0,0,0
2018220.0718_11.png,0,0,0,0
2018103.0018_12.png,0,0,0,0
2018046.2018_10.png,0,0,0,0
2018161.0036_02.png,0,0,0,0
2018077.2224_01.png,0,0,0,0
2018111.1954_31.png,0,0,0,0
2018105.0630_30.png,0,0,0,0
2018220.2054_30.png,0,0,0,0
2018043.2112_31.png,0,0,0,0
2018109.1848_02.png,0,0,0,0
2018016.0230_30.png,0,0,0,0
2018191.0118_10.png,0,0,0,0
2018131.1006_30.png,0,0,0,0
2018220.0712_31.png,0,0,0,0
2018023.1712_30.png,0,0,0,0
2018253.1518_00.png,0,0,0,0
2018047.1500_32.png,0,0,0,0
2018054.1406_21.png,0,0,0,0
2018041.1312_00.png,0,0,0,0
2018023.1706_12.png,0,0,0,0
2018111.0118_21.png,0,0,0,0
2018106.0118_11.png,0,0,0,0
2018051.2342_22.png,0,0,0,0
2018219.1100_12.png,0,0,0,0
2018077.2218_21.png,0,0,0,0
2018051.1142_10.png,0,0,0,0
2018069.1600_10.png,0,0,0,0
2018220.2048_31.png,0,0,0,0
2018042.1454_32.png,0,0,0,0
2018142.0136_30.png,0,0,0,0
2018014.2000_11.png,0,0,0,0
2018103.1712_22.png,0,0,0,0
2018169.0118_11.png,0,0,0,0
2018014.0306_21.png,0,0,0,0
2018105.0442_12.png,0,0,0,0
2018110.2012_11.png,0,0,0,0
2018014.2006_21.png,0,0,0,0
2018051.0142_02.png,0,0,0,0
2018041.0130_12.png,0,0,0,0
2018167.1536_10.png,0,0,0,0
2018044.1412_11.png,0,0,0,0
2018254.2330_30.png,0,0,0,0
2018054.1606_22.png,0,0,0,0
2018103.2042_22.png,0,0,0,0
2018101.0600_30.png,0,0,0,0
2018040.1142_31.png,0,0,0,0
2018100.0618_31.png,0,0,0,0
2018141.1206_11.png,0,0,0,0
2018015.1948_11.png,0,0,0,0
2018108.0900_22.png,0,0,0,0
2018140.0030_31.png,0,0,0,0
2018256.0424_11.png,0,0,0,0
2018079.1818_01.png,0,0,0,0
2018101.2318_21.png,0,0,0,0
2018025.1630_12.png,0,0,0,0
2018161.0030_31.png,0,0,0,0
2018054.1606_00.png,0,0,0,0
2018142.1524_21.png,0,0,0,0
2018168.0142_11.png,0,0,0,0
2018041.1648_02.png,0,0,0,0
2018044.1354_22.png,0,0,0,0
2018106.0118_30.png,0,0,0,0
2018277.0424_10.png,0,0,0,0
2018040.1142_11.png,0,0,0,0
2018079.1824_30.png,0,0,0,0
2018112.0918_00.png,0,0,0,0
2018054.1612_00.png,0,0,0,0
2018043.2112_12.png,0,0,0,0
2018142.0136_02.png,0,0,0,0
2018169.0630_22.png,0,0,0,0
2018169.1600_32.png,0,0,0,0
2018054.1606_31.png,0,0,0,0
2018051.1324_12.png,0,0,0,0
2018112.1242_01.png,0,0,0,0
2018167.2354_11.png,0,0,0,0
2018130.2230_21.png,0,0,0,0
2018256.0424_31.png,0,0,0,0
2018108.1906_32.png,0,0,0,0
2018109.2024_20.png,0,0,0,0
2018041.1654_11.png,0,0,0,0
2018016.0236_30.png,0,0,0,0
2018109.2030_31.png,0,0,0,0
2018108.0854_02.png,0,0,0,0
2018110.1324_22.png,0,0,0,0
2018130.0024_01.png,0,0,0,0
2018079.1824_00.png,0,0,0,0
2018103.0206_12.png,0,0,0,0
2018111.0948_01.png,0,0,0,0
2018051.0142_12.png,0,0,0,0
2018082.1542_31.png,0,0,0,0
2018072.1148_02.png,0,0,0,0
2018110.1318_00.png,0,0,0,0
2018108.0854_30.png,0,0,0,0
2018079.0300_30.png,0,0,0,0
2018110.0818_31.png,0,0,0,0
2018044.1400_12.png,0,0,0,0
2018111.0948_02.png,0,0,0,0
2018105.0630_00.png,0,0,0,0
2018278.1054_21.png,0,0,0,0
2018113.1724_12.png,0,0,0,0
2018042.1248_21.png,0,0,0,0
2018193.0030_21.png,0,0,0,0
2018014.0306_30.png,0,0,0,0
2018169.1230_02.png,0,0,0,0
2018132.2324_20.png,0,0,0,0
2018104.1348_30.png,0,0,0,0
2018102.0036_00.png,0,0,0,0
2018140.0036_10.png,0,0,0,0
2018023.1712_00.png,0,0,0,0
2018112.0918_32.png,0,0,0,0
2018046.2154_00.png,0,0,0,0
2018200.2212_32.png,0,0,0,0
2018169.0442_11.png,0,0,0,0
2018200.0142_31.png,0,0,0,0
2018106.0248_10.png,0,0,0,0
2018131.1524_31.png,0,0,0,0
2018069.0818_01.png,0,0,0,0
2018104.2200_21.png,0,0,0,0
2018040.2018_00.png,0,0,0,0
2018042.1254_31.png,0,0,0,0
2018162.0154_22.png,0,0,0,0
2018112.1248_11.png,0,0,0,0
2018107.0224_20.png,0,0,0,0
2018142.1642_10.png,0,0,0,0
2018161.0036_31.png,0,0,0,0
2018107.0224_12.png,0,0,0,0
2018082.1718_30.png,0,0,0,0
2018042.1454_30.png,0,0,0,0
2018081.0536_32.png,0,0,0,0
2018102.0542_12.png,0,0,0,0
2018105.2148_20.png,0,0,0,0
2018168.0142_21.png,0,0,0,0
2018108.0036_30.png,0,0,0,0
2018054.1406_30.png,0,0,0,0
2018044.2054_21.png,0,0,0,0
2018076.0212_31.png,0,0,0,0
2018248.2348_02.png,0,0,0,0
2018113.0224_22.png,0,0,0,0
2018111.0112_01.png,0,0,0,0
2018102.0042_20.png,0,0,0,0
2018101.1612_32.png,0,0,0,0
2018044.2054_02.png,0,0,0,0
2018051.2336_01.png,0,0,0,0
2018110.2012_10.png,0,0,0,0
2018133.1630_21.png,0,0,0,0
2018105.0442_30.png,0,0,0,0
2018044.1548_12.png,0,0,0,0
2018130.2230_20.png,0,0,0,0
2018191.0112_22.png,0,0,0,0
2018198.0554_11.png,0,0,0,0
2018109.1854_30.png,0,0,0,0
2018072.1142_01.png,0,0,0,0
2018169.0442_00.png,0,0,0,0
2018077.0654_21.png,0,0,0,0
2018219.0554_20.png,0,0,0,0
2018047.1500_20.png,0,0,0,0
2018017.0906_02.png,0,0,0,0
2018104.1848_22.png,0,0,0,0
2018162.0706_10.png,0,0,0,0
2018101.0600_31.png,0,0,0,0
2018081.1036_11.png,0,0,0,0
2018109.1854_11.png,0,0,0,0
2018103.1718_30.png,0,0,0,0
2018014.0506_12.png,0,0,0,0
2018079.0300_20.png,0,0,0,0
2018044.1548_20.png,0,0,0,0
2018046.2024_32.png,0,0,0,0
2018167.1530_21.png,0,0,0,0
2018051.2342_00.png,0,0,0,0
2018219.1606_12.png,0,0,0,0
2018015.1954_32.png,0,0,0,0
2018081.1036_32.png,0,0,0,0
2018048.1600_31.png,0,0,0,0
2018169.2106_02.png,0,0,0,0
2018077.2224_02.png,0,0,0,0
2018108.1912_20.png,0,0,0,0
2018161.0030_02.png,0,0,0,0
2018108.1912_02.png,0,0,0,0
2018041.1312_12.png,0,0,0,0
2018161.0036_11.png,0,0,0,0
2018192.0424_30.png,0,0,0,0
2018169.0124_20.png,0,0,0,0
2018200.0518_00.png,0,0,0,0
2018072.2024_02.png,0,0,0,0
2018072.2024_12.png,0,0,0,0
2018015.1948_10.png,0,0,0,0
2018108.0206_01.png,0,0,0,0
2018104.1848_31.png,0,0,0,0
2018110.0818_00.png,0,0,0,0
2018200.0654_02.png,0,0,0,0
2018258.1718_21.png,0,0,0,0
2018106.0248_02.png,0,0,0,0
2018083.1018_12.png,0,0,0,0
2018198.0548_02.png,0,0,0,0
2018018.0348_00.png,0,0,0,0
2018106.0242_01.png,0,0,0,0
2018140.0218_20.png,0,0,0,0
2018141.2030_12.png,0,0,0,0
2018077.2224_22.png,0,0,0,0
2018169.1230_21.png,0,0,0,0
2018219.0554_02.png,0,0,0,0
2018018.1518_20.png,0,0,0,0
2018167.1536_02.png,0,0,0,0
2018019.1506_32.png,0,0,0,0
2018051.1324_01.png,0,0,0,0
2018169.1224_22.png,0,0,0,0
2018161.0224_31.png,0,0,0,0
2018079.0254_10.png,0,0,0,0
2018047.1500_30.png,0,0,0,0
2018081.1042_10.png,0,0,0,0
2018015.1954_12.png,0,0,0,0
2018110.1324_32.png,0,0,0,0
2018081.0854_01.png,0,0,0,0
2018047.1500_22.png,0,0,0,0
2018110.2006_01.png,0,0,0,0
2018046.2200_02.png,0,0,0,0
2018050.0354_32.png,0,0,0,0
2018025.1630_02.png,0,0,0,0
2018040.1148_01.png,0,0,0,0
2018103.0200_02.png,0,0,0,0
2018112.0918_10.png,0,0,0,0
2018132.2318_00.png,0,0,0,0
2018044.1548_10.png,0,0,0,0
2018041.0306_11.png,0,0,0,0
2018105.0954_22.png,0,0,0,0
2018041.0130_21.png,0,0,0,0
2018104.0654_31.png,0,0,0,0
2018044.1554_31.png,0,0,0,0
2018051.2336_12.png,0,0,0,0
2018192.0424_21.png,0,0,0,0
2018046.2018_01.png,0,0,0,0
2018141.0012_20.png,0,0,0,0
2018021.0254_01.png,0,0,0,0
2018011.1224_12.png,0,0,0,0
2018079.1824_12.png,0,0,0,0
2018282.1800_21.png,0,0,0,0
2018100.0824_00.png,0,0,0,0
2018131.1006_01.png,0,0,0,0
2018161.0030_00.png,0,0,0,0
2018219.0600_01.png,0,0,0,0
2018076.0218_22.png,0,0,0,0
2018108.0354_21.png,0,0,0,0
2018044.0900_01.png,0,0,0,0
2018104.2200_30.png,0,0,0,0
2018043.2112_22.png,0,0,0,0
2018111.0118_22.png,0,0,0,0
2018103.0206_22.png,0,0,0,0
2018200.0648_31.png,0,0,0,0
2018101.0600_11.png,0,0,0,0
2018109.2030_02.png,0,0,0,0
2018104.0148_11.png,0,0,0,0
2018044.1354_20.png,0,0,0,0
2018105.0630_20.png,0,0,0,0
2018108.0212_22.png,0,0,0,0
2018220.0536_12.png,0,0,0,0
2018042.1448_31.png,0,0,0,0
2018169.0124_22.png,0,0,0,0
2018082.2212_21.png,0,0,0,0
2018167.1536_00.png,0,0,0,0
2018105.1448_00.png,0,0,0,0
2018131.1006_20.png,0,0,0,0
2018023.1024_32.png,0,0,0,0
2018015.1948_01.png,0,0,0,0
2018017.1606_20.png,0,0,0,0
2018164.0454_30.png,0,0,0,0
2018104.2206_11.png,0,0,0,0
2018190.2148_01.png,0,0,0,0
2018079.1824_22.png,0,0,0,0
2018282.0124_10.png,0,0,0,0
2018105.2148_01.png,0,0,0,0
2018108.0900_00.png,0,0,0,0
2018100.0818_01.png,0,0,0,0
2018072.2024_10.png,0,0,0,0
2018131.1012_30.png,0,0,0,0
2018102.0042_01.png,0,0,0,0
2018051.0142_31.png,0,0,0,0
2018220.2048_22.png,0,0,0,0
2018113.1912_20.png,0,0,0,0
2018072.1148_00.png,0,0,0,0
2018047.1454_01.png,0,0,0,0
2018018.0348_30.png,0,0,0,0
2018083.1018_02.png,0,0,0,0
2018074.0118_02.png,0,0,0,0
2018137.1454_30.png,0,0,0,0
2018025.1630_01.png,0,0,0,0
2018011.1230_01.png,0,0,0,0
2018104.0142_22.png,0,0,0,0
2018044.1554_00.png,0,0,0,0
2018167.1530_00.png,0,0,0,0
2018104.0148_30.png,0,0,0,0
2018041.0306_22.png,0,0,0,0
2018190.2154_22.png,0,0,0,0
2018081.1036_01.png,0,0,0,0
2018107.0548_12.png,0,0,0,0
2018130.0024_22.png,0,0,0,0
2018050.1342_01.png,0,0,0,0
2018107.0224_01.png,0,0,0,0
2018112.1248_30.png,0,0,0,0
2018106.0124_12.png,0,0,0,0
2018167.1530_22.png,0,0,0,0
2018043.1236_21.png,0,0,0,0
2018079.1818_32.png,0,0,0,0
2018131.1006_10.png,0,0,0,0
2018103.0018_02.png,0,0,0,0
2018111.1954_01.png,0,0,0,0
2018169.0124_01.png,0,0,0,0
2018109.2024_11.png,0,0,0,0
2018101.2318_11.png,0,0,0,0
2018079.1818_20.png,0,0,0,0
2018015.1954_02.png,0,0,0,0
2018021.0300_02.png,0,0,0,0
2018110.0824_22.png,0,0,0,0
2018042.1248_12.png,0,0,0,0
2018192.0418_31.png,0,0,0,0
2018104.1842_00.png,0,0,0,0
2018051.0136_01.png,0,0,0,0
2018168.1524_01.png,0,0,0,0
2018051.1318_22.png,0,0,0,0
2018072.2030_20.png,0,0,0,0
2018025.1630_10.png,0,0,0,0
2018162.0154_32.png,0,0,0,0
2018050.1342_12.png,0,0,0,0
2018192.0418_11.png,0,0,0,0
2018105.0442_22.png,0,0,0,0
2018104.0648_00.png,0,0,0,0
2018106.0800_32.png,0,0,0,0
2018140.0030_22.png,0,0,0,0
2018282.0118_31.png,0,0,0,0
2018044.1412_20.png,0,0,0,0
2018142.1648_11.png,0,0,0,0
2018040.1148_00.png,0,0,0,0
2018108.1906_12.png,0,0,0,0
2018102.0036_10.png,0,0,0,0
2018108.0900_10.png,0,0,0,0
2018054.0042_30.png,0,0,0,0
2018042.1454_12.png,0,0,0,0
2018079.0118_31.png,0,0,0,0
2018014.0300_02.png,0,0,0,0
2018054.1430_22.png,0,0,0,0
2018081.1036_02.png,0,0,0,0
2018219.0600_31.png,0,0,0,0
2018103.1712_10.png,0,0,0,0
2018051.2342_02.png,0,0,0,0
2018105.0812_32.png,0,0,0,0
2018190.2154_21.png,0,0,0,0
2018169.0118_02.png,0,0,0,0
2018142.1524_11.png,0,0,0,0
2018103.1718_11.png,0,0,0,0
2018103.2042_21.png,0,0,0,0
2018043.2112_20.png,0,0,0,0
2018168.0148_32.png,0,0,0,0
2018081.1042_22.png,0,0,0,0
2018014.0306_32.png,0,0,0,0
2018023.1706_10.png,0,0,0,0
2018104.0830_01.png,0,0,0,0
2018100.0624_00.png,0,0,0,0
2018193.0030_30.png,0,0,0,0
2018106.0242_31.png,0,0,0,0
2018141.0018_32.png,0,0,0,0
2018130.1848_00.png,0,0,0,0
2018043.2118_22.png,0,0,0,0
2018054.1548_30.png,0,0,0,0
2018050.0354_10.png,0,0,0,0
2018018.1524_12.png,0,0,0,0
2018108.0900_31.png,0,0,0,0
2018074.0300_21.png,0,0,0,0
2018024.0830_12.png,0,0,0,0
2018282.0124_01.png,0,0,0,0
2018219.1100_00.png,0,0,0,0
2018168.0148_30.png,0,0,0,0
2018101.2318_12.png,0,0,0,0
2018253.1518_01.png,0,0,0,0
2018113.1724_22.png,0,0,0,0
2018104.2206_10.png,0,0,0,0
2018110.2330_10.png,0,0,0,0
2018105.1454_10.png,0,0,0,0
2018220.0718_31.png,0,0,0,0
2018113.1730_11.png,0,0,0,0
2018281.0142_02.png,0,0,0,0
2018169.1224_31.png,0,0,0,0
2018191.0112_30.png,0,0,0,0
2018111.1948_10.png,0,0,0,0
2018041.1648_11.png,0,0,0,0
2018101.2300_10.png,0,0,0,0
2018220.0536_21.png,0,0,0,0
2018023.1018_01.png,0,0,0,0
2018193.0036_12.png,0,0,0,0
2018044.2048_02.png,0,0,0,0
2018103.1712_02.png,0,0,0,0
2018110.0818_11.png,0,0,0,0
2018069.1606_31.png,0,0,0,0
2018041.0306_02.png,0,0,0,0
2018220.0712_10.png,0,0,0,0
2018050.1336_31.png,0,0,0,0
2018111.1124_30.png,0,0,0,0
2018161.0218_20.png,0,0,0,0
2018104.0830_00.png,0,0,0,0
2018047.1454_22.png,0,0,0,0
2018108.0354_31.png,0,0,0,0
2018019.1506_31.png,0,0,0,0
2018054.1412_22.png,0,0,0,0
2018104.1348_01.png,0,0,0,0
2018104.2206_30.png,0,0,0,0
2018200.0148_10.png,0,0,0,0
2018141.1200_01.png,0,0,0,0
2018014.2006_01.png,0,0,0,0
2018142.1518_12.png,0,0,0,0
2018192.0424_11.png,0,0,0,0
2018110.2154_11.png,0,0,0,0
2018054.1548_11.png,0,0,0,0
2018042.1254_12.png,0,0,0,0
2018044.1418_02.png,0,0,0,0
2018111.0112_02.png,0,0,0,0
2018220.0536_02.png,0,0,0,0
2018018.1524_00.png,0,0,0,0
2018200.0148_31.png,0,0,0,0
2018110.2330_11.png,0,0,0,0
2018112.0918_01.png,0,0,0,0
2018104.0148_31.png,0,0,0,0
2018081.0854_10.png,0,0,0,0
2018111.0942_32.png,0,0,0,0
2018200.0142_21.png,0,0,0,0
2018130.0018_31.png,0,0,0,0
2018200.2206_00.png,0,0,0,0
2018110.0824_01.png,0,0,0,0
2018101.0600_12.png,0,0,0,0
2018109.1848_00.png,0,0,0,0
2018051.1324_30.png,0,0,0,0
2018046.2154_21.png,0,0,0,0
2018082.1200_20.png,0,0,0,0
2018069.1600_32.png,0,0,0,0
2018137.1454_02.png,0,0,0,0
2018109.1854_22.png,0,0,0,0
2018050.1342_11.png,0,0,0,0
2018017.1606_31.png,0,0,0,0
2018017.1600_20.png,0,0,0,0
2018041.0312_20.png,0,0,0,0
2018107.1924_00.png,0,0,0,0
2018106.0618_10.png,0,0,0,0
2018040.2024_01.png,0,0,0,0
2018102.0036_20.png,0,0,0,0
2018018.1524_30.png,0,0,0,0
2018108.0348_12.png,0,0,0,0
2018043.1230_30.png,0,0,0,0
2018132.2318_10.png,0,0,0,0
2018106.0242_10.png,0,0,0,0
2018200.2212_11.png,0,0,0,0
2018161.0224_02.png,0,0,0,0
2018103.1718_31.png,0,0,0,0
2018072.1148_01.png,0,0,0,0
2018109.1854_10.png,0,0,0,0
2018169.2112_11.png,0,0,0,0
2018140.0212_32.png,0,0,0,0
2018054.1430_02.png,0,0,0,0
2018014.2006_02.png,0,0,0,0
2018079.0254_02.png,0,0,0,0
2018054.1548_02.png,0,0,0,0
2018051.2336_31.png,0,0,0,0
2018218.2318_01.png,0,0,0,0
2018113.1724_30.png,0,0,0,0
2018040.2018_01.png,0,0,0,0
2018105.0624_22.png,0,0,0,0
2018282.0300_12.png,0,0,0,0
2018258.1718_31.png,0,0,0,0
2018021.0254_11.png,0,0,0,0
2018282.0124_32.png,0,0,0,0
2018072.1148_22.png,0,0,0,0
2018083.1024_21.png,0,0,0,0
2018051.0142_32.png,0,0,0,0
2018140.0212_21.png,0,0,0,0
2018106.0754_22.png,0,0,0,0
2018107.0548_22.png,0,0,0,0
2018077.0654_11.png,0,0,0,0
2018102.0548_21.png,0,0,0,0
2018131.0700_31.png,0,0,0,0
2018105.2142_30.png,0,0,0,0
2018191.0112_31.png,0,0,0,0
2018046.2154_20.png,0,0,0,0
2018041.0130_32.png,0,0,0,0
2018019.1500_21.png,0,0,0,0
2018051.0142_01.png,0,0,0,0
2018130.2218_02.png,0,0,0,0
2018103.2042_00.png,0,0,0,0
2018023.1018_32.png,0,0,0,0
2018131.0700_22.png,0,0,0,0
2018069.0818_02.png,0,0,0,0
2018044.0900_12.png,0,0,0,0
2018082.2212_31.png,0,0,0,0
2018104.0648_02.png,0,0,0,0
2018111.0948_11.png,0,0,0,0
2018105.0806_10.png,0,0,0,0
2018016.0230_02.png,0,0,0,0
2018198.0554_01.png,0,0,0,0
2018141.2024_02.png,0,0,0,0
2018081.1036_12.png,0,0,0,0
2018130.1854_12.png,0,0,0,0
2018011.1230_22.png,0,0,0,0
2018277.0430_00.png,0,0,0,0
2018082.2212_30.png,0,0,0,0
2018076.0212_11.png,0,0,0,0
2018105.0812_12.png,0,0,0,0
2018048.1606_01.png,0,0,0,0
2018198.0554_21.png,0,0,0,0
2018282.0754_31.png,0,0,0,0
